on	O
frequent	O
basis	O
for	O
understand	O
their	O
issue	O
and	O
bring	O
action	O
item	O
to	O
closure	O
independently	O
handle	O
the	O
responsibility	O
for	O
design	O
manual	O
test	O
case	O
and	O
execute	O
they	O
work	O
on	O
client	O
merger	O
integration	O
application	O
as	O
a	O
developer	O
which	O
involve	O
migration	O
from	O
lower	O
framework	O
to	O
higher	O
framework	O
responsible	O
for	O
migrating	O
the	O
part	O
of	O
application	O
develop	O
in	O
dot	O
net	O
from	O
lower	O
version	O
to	O
higher	O
version	O
develop	O
the	O
internal	O
portal	O
on	O
dot	O
net	O
platform	O
for	O
infosys	O
team	O
member	O
complete	O
the	O
assign	O
task	O
as	O
per	O
the	O
timeline	O
and	O
ensure	O
that	O
the	O
give	O
task	O
be	O
complete	O
with	O
compliance	O
to	O
the	O
benchmark	O
https://www.indeed.com/r/avin-sharma/3ad8a8b57a172613?isid=rex-download&ikw=download-top&co=in	O
receive	O
star	O
certification	O
for	O
showcase	O
outstanding	O
soft	O
skill	O
on	O
business	O
interpersonal	O
communication	O
for	O
client	O
delight	O
guru	O
nanak	O
dev	O
university	O
amritsar	O
punjab	O
july	O
2004	O
to	O
june	O
2008	O
education	O
great	B-College Name
lakes	I-College Name
institute	I-College Name
of	I-College Name
management	I-College Name
chennai	O
tamil	O
nadu	O
april	O
2014	O
to	O
april	O
2015	B-Graduation Year
skill	O
requirement	B-Skills
analysis	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
sale	I-Skills
support	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
test	I-Skills
plan	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
additional	O
information	O
skill	O
bid	B-Skills
management	I-Skills
sale	I-Skills
support	I-Skills
requirement	I-Skills
analysis	I-Skills
test	I-Skills
plan	I-Skills
and	I-Skills
test	I-Skills
execution	I-Skills

ayesha	B-Name
b	I-Name
team	B-Designation
member	I-Designation
oracle	B-Companies worked at
bangalore	O
karnataka	O
email	O
me	O
on	O
indeed	O
indeed.com/r/ayesha-b/b2985be284dee3d6	B-Email Address
seek	O
a	O
position	O
to	O
utilise	O
my	O
skill	O
and	O
ability	O
in	O
the	O
industry	O
that	O
offer	O
professional	O
growth	O
while	O
be	O
innovative	O
flexible	O
and	O
also	O
to	O
explore	O
myself	O
and	O
utilise	O
my	O
potential	O
to	O
the	O
growth	O
of	O
the	O
company	O
work	O
experience	O
team	B-Designation
member	I-Designation
oracle	B-Companies worked at
bangalore	O
karnataka	O
august	O
2012	O
to	O
present	O
nature	O
of	O
duty	O
develop	O
and	O
deploy	O
oracle	B-Companies worked at
form	O
in	O
flexcube	O
corporate	O
i	O
have	O
develop	O
oracle	B-Companies worked at
form	O
and	O
deploy	O
the	O
same	O
in	O
application	O
server	O
which	O
is	O
use	O
as	O
front	O
end	O
by	O
the	O
bank	O
user	O
necessary	O
cod	O
change	O
of	O
project	O
be	O
do	O
in	O
pl	O
developer	O
necessary	O
procedure	O
and	O
function	O
be	O
define	O
as	O
part	O
of	O
the	O
project	O
be	O
part	O
of	O
internal	O
unit	O
testing	O
and	O
unit	O
testing	O
i	O
have	O
prepare	O
test	O
case	O
for	O
form	O
and	O
test	O
the	O
same	O
and	O
be	O
part	O
of	O
internal	O
unit	O
testing	O
documentation	O
i	O
have	O
prepare	O
functional	O
specification	O
desgin	O
specification	O
and	O
project	O
specification	O
documentation	O
instal	O
and	O
work	O
on	O
flexml	O
export	O
and	O
import	O
schemas	O
education	O
b.e.	B-Degree
in	I-Degree
cse	I-Degree
atria	B-College Name
institute	I-College Name
of	I-College Name
technology	I-College Name
bangalore	O
karnataka	O
2012	O
pre	B-College Name
university	I-College Name
education	I-College Name
bangalore	O
karnataka	O
2008	O
c.b.s.e.	B-Degree
sindhi	B-College Name
high	I-College Name
school	I-College Name
bangalore	O
karnataka	O
2006	O
https://www.indeed.com/r/ayesha-b/b2985be284dee3d6?isid=rex-download&ikw=download-top&co=in	O
additional	O
information	O
soft	O
skill	O
sincere	I-Skills
and	I-Skills
hardworke	I-Skills
in	I-Skills
nature	I-Skills
highly	I-Skills
dedicate	I-Skills
towards	I-Skills
work	I-Skills
efficient	I-Skills
individual	I-Skills
and	I-Skills
team	I-Skills
player	I-Skills
goal	I-Skills
orient	I-Skills
self	I-Skills
motivate	I-Skills
it	I-Skills
literacy	I-Skills

ayushi	B-Name
srivastava	I-Name
senior	O
analyst	O
cisco	O
new	B-Location
delhi	O
delhi	O
email	O
me	O
on	O
indeed	O
indeed.com/r/ayushi-srivastava/2bf1c4b058984738	B-Email Address
it	O
professional	O
with	O
an	O
experience	O
of	O
1year	O
and	O
10	O
month	O
22	O
month	O
.	O
i	O
am	O
look	O
forward	O
to	O
work	O
in	O
a	O
competitive	O
environment	O
and	O
enhance	O
my	O
skill	O
of	O
network	O
and	O
work	O
towards	O
the	O
growth	O
of	O
the	O
organization	O
willing	O
to	O
relocate	O
anywhere	O
work	O
experience	O
senior	B-Designation
analyst	I-Designation
cisco	B-Companies worked at
2016	B-Graduation Year
to	O
present	O
work	O
in	O
the	O
network	O
voip	O
team	O
as	O
a	O
tier2	O
engineer	O
ccna	O
certify	O
knowledge	O
of	O
pbx	O
telephone	O
issue	O
troubleshoot	O
perform	O
troubleshoot	O
on	O
all	O
endpoint	O
and	O
have	O
direct	O
interaction	O
with	O
customer	O
manage	O
all	O
the	O
cisco	O
tandberg	O
and	O
polycom	O
telepresence	O
endpoint	O
work	O
on	O
tms	O
telepresence	O
management	O
suit	O
vcs	O
video	O
communication	O
server	O
and	O
cucm	O
cisco	O
unify	O
call	O
manager	O
have	O
knowledge	O
about	O
network	O
protocol	O
like	O
sip	O
sccp	O
and	O
h.323.	O
experience	O
of	O
configuration	O
and	O
troubleshoot	O
cisco	O
router	O
and	O
switch	O
experience	O
of	O
use	O
rtmt	O
tool	O
for	O
monitor	O
of	O
cucm	O
and	O
take	O
log	O
education	O
b.tech	B-Degree
hmr	B-College Name
institute	I-College Name
of	I-College Name
technology	I-College Name
and	I-College Name
management	I-College Name
in	I-College Name
electronics	I-College Name
and	I-College Name
communication	I-College Name
2012	B-Graduation Year
to	O
2016	B-Graduation Year
senior	B-Degree
secondary	I-Degree
2012	B-Graduation Year
sumermal	B-College Name
jain	I-College Name
public	I-College Name
school	I-College Name
2010	O
skill	O
css	B-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
dhcp	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
hsrp	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
rout	I-Skills
protocol	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
voip	I-Skills
2	I-Skills
year	I-Skills
https://www.indeed.com/r/ayushi-srivastava/2bf1c4b058984738?isid=rex-download&ikw=download-top&co=in	O
additional	O
information	O
technical	O
knowledge	O
have	O
knowledge	O
of	O
configuration	O
of	O
router	O
switch	O
rout	O
protocol	O
knowledge	O
of	O
cucm	O
include	O
call	O
search	O
space	O
css	O
partition	O
and	O
device	O
registration	O
knowledge	O
of	O
vlan	O
port	O
stp	O
acl	O
and	O
protocol	O
include	O
hsrp	O
knowledge	O
of	O
subnette	O
vlan	O
tag	O
dhcp	O
area	O
of	O
interest	O
work	O
in	O
the	O
network	O
team	O
and	O
explore	O
more	O
in	O
voip	O
domain	O
gain	O
more	O
knowledge	O
about	O
cucm	O
router	O
and	O
switch	O
gain	O
more	O
experience	O
on	O
manage	O
the	O
gateway	O
key	O
strength	O
adaptive	O
towards	O
location	O
change	O
determination	O
to	O
work	O
hard	O
and	O
learn	O
new	O
technology	O
open	O
to	O
work	O
in	O
any	O
shift	O

bhawana	B-Name
daf	I-Name
pune	O
maharashtra	O
email	O
me	O
on	O
indeed	O
indeed.com/r/bhawana-daf/d9ddb6a54519d583	B-Email Address
seek	O
a	O
career	O
in	O
preschool	O
where	O
i	O
can	O
utilize	O
my	O
teach	O
background	O
strongly	O
in	O
nurture	O
young	O
mind	O
demonstrate	O
quality	O
teach	O
skill	O
willing	O
to	O
relocate	O
to	O
viman	O
nagar	O
maharashtra	O
vadgaonsheri	O
kharadi	O
maharashtra	O
work	O
experience	O
preschool	B-Designation
teacher	I-Designation
pune	O
maharashtra	O
2015	O
to	O
2018	O
class	B-Designation
teacher	I-Designation
datum	O
entry	O
and	O
discrepancy	O
management	O
oracle	B-Companies worked at
clinical	I-Companies worked at
4.6	O
knowledge	O
of	O
clinical	O
trial	O
datum	O
like	O
demographic	O
datum	O
adverse	O
event	O
ae	O
serious	O
adverse	O
event	O
sae	O
laboratory	O
datum	O
lab	O
datum	O
etc	O
education	O
b.	B-Degree
sc	I-Degree
in	I-Degree
biology	I-Degree
government	B-College Name
science	I-College Name
college	I-College Name
pandhurna	O
madhya	O
pradesh	O
h.s.c	B-Degree
r.d.h.s.	B-College Name
school	I-College Name
chhindwara	O
madhya	O
pradesh	O
post	B-Degree
graduate	I-Degree
diploma	I-Degree
in	I-Degree
clinical	I-Degree
datum	I-Degree
management	I-Degree
r.d.h.s.	B-College Name
school	I-College Name
chhindwara	O
madhya	O
pradesh	O
skill	O
teach	B-Skills
3	O
year	O
additional	O
information	O
skill	O
perform	O
all	O
function	O
relate	O
to	O
datum	O
entry	O
like	O
first	O
pass	O
and	O
second	O
pass	O
datum	O
entry	O
review	O
of	O
datum	O
entry	O
and	O
database	O
update	O
well	O
verse	O
in	O
read	O
hand	O
write	O
patient	O
document	O
https://www.indeed.com/r/bhawana-daf/d9ddb6a54519d583?isid=rex-download&ikw=download-top&co=in	O
review	O
analyze	O
and	O
validate	O
clinical	O
trial	O
datum	O
to	O
ensure	O
consistency	O
integrity	O
and	O
accuracy	O
base	O
on	O
project	O
specific	O
guideline	O
maintain	O
clinical	O
trial	O
datum	O
accuracy	O
through	O
review	O
of	O
case	O
report	O
form	O
for	O
completeness	O
and	O
consistency	O
query	O
datum	O
inconsistency	O
and	O
revise	O
case	O
report	O
form	O
in	O
compliance	O
with	O
standard	O
operate	O
procedure	O
client	O
guideline	O
and	O
regulatory	O
agency	O
guideline	O

darshan	B-Name
g.	I-Name
financial	B-Designation
analyst	I-Designation
oracle	B-Companies worked at
bengaluru	O
karnataka	O
email	O
me	O
on	O
indeed	O
indeed.com/r/darshan-g/025a61a82c6a8c5a	B-Location
hard	O
worker	O
patience	O
and	O
good	O
commitment	O
i	O
here	O
by	O
declare	O
that	O
the	O
above	O
detail	O
be	O
true	O
up	O
to	O
my	O
knowledge	O
place	O
bangalore	O
darshan	O
m	O
g	O
date	O
signature	O
work	O
experience	O
financial	B-Designation
analyst	I-Designation
oracle	B-Companies worked at
june	O
2015	O
to	O
present	O
role	O
and	O
responsibility	O
audit	O
as	O
per	O
t	O
e	O
claim	O
catalogue	O
export	O
import	O
activity	O
payment	O
validation	O
fall	O
back	O
audit	O
manual	O
expense	O
inactive	O
employee	O
handing	O
query	O
e	O
invoice	O
process	O
handing	O
payment	O
query	O
fringe	O
benefit	O
tax	O
carrier	O
achievement	O
receive	O
numerous	O
monthly	O
and	O
quarterly	O
award	O
for	O
complete	O
assign	O
task	O
on	O
time	O
receive	O
numerous	O
appreciation	O
email	O
from	O
vendor	O
for	O
make	O
on	O
time	O
payment	O
receive	O
appreciation	O
email	O
from	O
supervisor	O
for	O
know	O
end	O
process	O
and	O
first	O
point	O
of	O
contact	O
person	O
for	O
any	O
escalation	O
submit	O
innovative	O
idea	O
to	O
improve	O
the	O
process	O
efficiency	O
and	O
nominate	O
for	O
internal	O
award	O
process	B-Designation
associate	I-Designation
accenture	B-Companies worked at
february	O
2014	O
to	O
may	O
2015	O
role	O
responsibility	O
invoice	O
backlog	O
overall	O
hold	O
summary	O
payment	O
rejection	O
requite	O
backlog	O
report	O
https://www.indeed.com/r/darshan-g/025a61a82c6a8c5a?isid=rex-download&ikw=download-top&co=in	O
po	O
stick	O
expense	O
hold	O
bank	O
detail	O
invalid	O
schedule	O
payment	O
hold	O
work	O
flow	O
daily	O
report	O
status	O
dash	O
board	O
update	O
education	O
mba	B-Degree
in	I-Degree
finance	I-Degree
adhichunchanagiri	B-College Name
institute	I-College Name
of	I-College Name
technology	I-College Name
chikmagalur	O
karnataka	O
2013	B-Graduation Year
b	B-Degree
b	I-Degree
m	I-Degree
in	I-Degree
education	I-Degree
i	B-Degree
d	I-Degree
s	I-Degree
g	I-Degree
govt	I-Degree
college	I-Degree
chikmagalur	O
karnataka	O
2010	B-Graduation Year
university	O
board	O
skill	O
excel	B-Skills
less	O
than	O
1	O
year	O
ms	O
excel	B-Skills
less	O
than	O
1	O
year	O
tally	B-Skills
less	O
than	O
1	O
year	O
additional	O
information	O
technical	O
skill	O
oracle	B-Skills
application	I-Skills
rx11	O
cloud	B-Skills
application	O
computer	O
skill	O
ms	O
excel	O
tally	B-Skills
project	O
project	O
title	O
education	O
loan	O
scheme	O
in	O
credit	O
system	O
company	O
name	O
corporation	O
bank	O
bangalore	O
team	O
size	O
1	O

dhanushkodi	B-Name
raj	I-Name
technology	B-Designation
analyst	I-Designation
infosys	B-Companies worked at
limited	I-Companies worked at
chennai	O
tamil	O
nadu	O
email	O
me	O
on	O
indeed	O
indeed.com/r/dhanushkodi-raj/cf31bbac6c5a5d29	B-Email Address
a	O
highly	O
competent	O
and	O
result	O
orient	O
senior	O
automation	O
test	O
analyst	O
with	O
9+	O
year	O
of	O
experience	O
in	O
software	O
testing	O
selenium	O
automation	O
development	O
java	O
web	O
project	O
team	O
lead	O
train	O
client	O
face	O
prove	O
ability	O
in	O
selenium	O
webdriver	O
automate	O
testing	O
framework	O
page	O
object	O
hybrid	O
framework	O
tdd	O
gherkin	O
language	O
bdd	O
web	O
testing	O
functional	O
testing	O
performance	O
load	O
testing	O
excellent	O
experience	O
in	O
each	O
phase	O
of	O
test	O
life	O
cycle	O
test	O
strategy	O
test	O
plan	O
uat	O
solid	O
experience	O
of	O
software	O
development	O
life	O
cycle	O
selenium	O
webdriver	O
cucumber	O
java	O
junit	O
web	O
application	O
jira	O
maven	O
sql	O
agile	O
methodology	O
scrum	O
loadrunner	O
e	O
domain	O
automation	O
testing	O
tool	O
excellent	O
experience	O
in	O
automation	O
of	O
web	O
highly	O
transactional	O
and	O
large	O
client	O
multi	O
application	O
prove	O
ability	O
in	O
write	O
selenium	O
webdriver	O
use	O
java	O
testng	O
junit	O
and	O
lead	O
java	O
project	O
automation	O
expertise	O
on	O
manual	O
testing	O
of	O
the	O
application	O
solid	O
experience	O
on	O
selenium	O
use	O
cucumber	O
automation	O
solid	O
experience	O
of	O
agile	O
methodology	O
agile	O
manifesto	O
and	O
scrum	O
process	O
solid	O
experience	O
of	O
defect	O
management	O
tool	O
like	O
jira	O
qualitycenter	O
prove	O
skill	O
in	O
sql	O
rdbms	O
and	O
unix	O
variant	O
like	O
linux	O
expertise	O
in	O
write	O
sql	O
query	O
sql	O
script	O
and	O
perform	O
database	O
testing	O
prove	O
skill	O
in	O
lead	O
and	O
train	O
team	O
test	O
management	O
and	O
meeting	O
the	O
deadline	O
strong	O
communication	O
interaction	O
with	O
client	O
developer	O
business	O
analyst	O
management	O
strong	O
experience	O
of	O
e	O
financial	O
banking	O
insurance	O
trading	O
and	O
telecom	O
domain	O
prove	O
ability	O
in	O
windows	O
command	O
script	O
and	O
testing	O
on	O
windows	O
platform	O
prove	O
ability	O
in	O
work	O
individually	O
or	O
as	O
a	O
part	O
of	O
team	O
problem	O
solve	O
process	O
improvement	O
activity	O
analytical	O
skill	O
report	O
and	O
assist	O
to	O
manager	O
work	O
experience	O
technology	B-Designation
analyst	I-Designation
infosys	O
limit	O
june	O
2015	O
to	O
present	O
project	O
video	O
banking	O
testing	O
and	O
web	O
application	O
testing	O
for	O
barclay	O
bank	O
barclay	O
bank	O
is	O
one	O
of	O
the	O
lead	O
bank	O
in	O
the	O
uk	O
video	O
banking	O
feature	O
barclay	O
video	O
banking	O
let	O
you	O
have	O
a	O
secure	O
confidential	O
conversation	O
with	O
we	O
it	O
a	O
convenient	O
alternative	O
to	O
visit	O
a	O
branch	O
talk	O
about	O
account	O
service	O
ask	O
mortgage	O
question	O
have	O
appointment	O
with	O
your	O
relationship	O
manager	O
achievement	O
win	O
barclay	O
well	O
agile	O
award	O
for	O
the	O
year	O
2016	O
save	O
30	O
time	O
and	O
cost	O
of	O
testing	O
by	O
automation	O
use	O
selenium	O
webdriver	O
java	O
cucumber	O
increase	O
productivity	O
by	O
20	O
by	O
effectively	O
train	O
lead	O
and	O
manage	O
the	O
agile	O
automation	O
team	O
https://www.indeed.com/r/dhanushkodi-raj/cf31bbac6c5a5d29?isid=rex-download&ikw=download-top&co=in	O
achieve	O
customer	O
satisfaction	O
and	O
high	O
quality	O
by	O
effective	O
automation	O
testing	O
agile	O
process	O
responsibility	O
implement	O
automation	O
use	O
selenium	O
webdriver	O
java	O
cucumber	O
maven	O
extensively	O
automate	O
regression	O
and	O
functional	O
test	O
suite	O
by	O
develop	O
over	O
237	O
test	O
case	O
6	O
test	O
suite	O
use	O
selenium	O
webdriver	O
java	O
junit	O
implement	O
page	O
object	O
framework	O
hybrid	O
framework	O
and	O
21	O
page	O
class	O
from	O
scratch	O
to	O
represent	O
web	O
page	O
develop	O
datum	O
drive	O
framework	O
to	O
retrieve	O
test	O
action	O
test	O
datum	O
from	O
excel	O
file	O
and	O
sql	O
database	O
configure	O
maven	O
for	O
java	O
automation	O
project	O
and	O
develop	O
maven	O
project	O
object	O
model	O
pom	O
develop	O
bdd	O
test	O
use	O
cucumber	O
by	O
write	O
behaviour	O
and	O
step	O
definition	O
develop	O
require	O
selenium	O
support	O
code	O
in	O
java	O
for	O
cucumber	O
write	O
sql	O
query	O
extensively	O
query	O
database	O
and	O
generate	O
test	O
report	O
perform	O
purchase	O
order	O
database	O
testing	O
by	O
develop	O
14	O
sql	O
script	O
perform	O
defect	O
track	O
management	O
in	O
jira	O
generate	O
automate	O
daily	O
report	O
use	O
jira	O
api	O
work	O
in	O
a	O
highly	O
dynamic	O
agile	O
environment	O
and	O
participate	O
in	O
scrum	O
and	O
sprint	O
meeting	O
assist	O
manager	O
by	O
provide	O
automation	O
strategy	O
selenium	O
automation	O
and	O
jira	O
report	O
identify	O
weakness	O
in	O
qa	O
process	O
web	O
testing	O
selenium	O
automation	O
suggest	O
implement	O
improvement	O
tool	O
selenium	O
webdriver	O
maven	O
java	O
testng	O
jira	O
hp	O
qualitycenter	O
confluence	O
page	O
sql	O
oracle	O
technology	B-Designation
analyst	I-Designation
infosys	O
limit	O
chennai	O
tamil	O
nadu	O
january	O
2013	O
to	O
june	O
2015	O
project	O
automation	O
on	O
web	O
application	O
for	O
pge	O
project	O
with	O
the	O
implementation	O
of	O
the	O
new	O
platform	O
we	O
do	O
not	O
see	O
the	O
uplift	O
in	O
call	O
containment	O
that	O
be	O
expect	O
over	O
the	O
course	O
of	O
the	O
year	O
follow	O
deployment	O
several	O
change	O
be	O
make	O
in	O
an	O
attempt	O
to	O
improve	O
the	O
containment	O
rate	O
base	O
on	O
the	O
analysis	O
do	O
during	O
this	O
time	O
we	O
determine	O
that	O
move	O
away	O
from	O
the	O
natural	O
language	O
speech	O
platform	O
and	O
back	O
to	O
a	O
direct	O
dialog	O
menu	O
structure	O
would	O
get	O
us	O
back	O
on	O
achievement	O
save	O
20	O
of	O
testing	O
budget	O
by	O
automate	O
regression	O
test	O
use	O
selenium	O
webdriver	O
java	O
responsibility	O
automate	O
system	O
testing	O
for	O
trading	O
transaction	O
exchange	O
operation	O
and	O
payment	O
method	O
use	O
selenium	O
webdriver	O
java	O
develop	O
execute	O
and	O
maintain	O
over	O
182	O
selenium	O
automation	O
script	O
for	O
trading	O
web	O
application	O
develop	O
hybrid	O
automation	O
framework	O
java	O
by	O
use	O
page	O
object	O
framework	O
datum	O
drive	O
framework	O
automate	O
run	O
smoke	O
test	O
and	O
build	O
report	O
generator	O
for	O
daily	O
build	O
develop	O
7	O
java	O
class	O
library	O
16	O
junit	O
test	O
script	O
to	O
test	O
xml	O
build	O
datum	O
file	O
perform	O
load	O
and	O
stress	O
testing	O
by	O
develop	O
loadrunner	O
script	O
to	O
find	O
out	O
effective	O
web	O
app	O
server	O
configuration	O
for	O
well	O
performance	O
level	O
extensively	O
perform	O
database	O
testing	O
use	O
selenium	O
generate	O
production	O
db	O
report	O
use	O
sql	O
query	O
provide	O
different	O
build	O
report	O
selenium	O
automation	O
report	O
performance	O
testing	O
report	O
to	O
senior	O
management	O
work	O
effectively	O
with	O
developer	O
agile	O
team	O
project	O
management	O
to	O
achieve	O
selenium	O
automation	O
high	O
quality	O
release	O
deadline	O
and	O
qa	O
process	O
improvement	O
tool	O
selenium	O
webdriver	O
java	O
junit	O
maven	O
jira	O
hp	O
qualitycenter	O
mysql	O
software	O
qa	O
engineer	O
infosys	O
limit	O
chennai	O
tamil	O
nadu	O
june	O
2012	O
to	O
december	O
2012	O
project	O
corporate	O
e	O
system	O
is	O
a	O
comprehensive	O
corporate	O
and	O
small	O
business	O
banking	O
solution	O
provide	O
a	O
single	O
unify	O
view	O
of	O
the	O
corporate	O
banking	O
relationship	O
across	O
asset	O
and	O
liability	O
product	O
limit	O
trade	O
finance	O
and	O
cash	O
management	O
corporate	O
customer	O
of	O
the	O
bank	O
gain	O
the	O
flexibility	O
to	O
view	O
detail	O
of	O
each	O
account	O
capability	O
to	O
make	O
inter	O
and	O
intra	O
payment	O
access	O
to	O
trade	O
finance	O
information	O
and	O
transaction	O
and	O
the	O
ability	O
to	O
perform	O
cash	O
management	O
activity	O
this	O
also	O
support	O
comprehensive	O
authorization	O
workflow	O
transaction	O
limit	O
electronic	O
invoice	O
presentment	O
and	O
payment	O
eipp	O
and	O
corporate	O
administration	O
it	O
is	O
also	O
highly	O
secure	O
and	O
provide	O
support	O
for	O
different	O
authentication	O
mechanism	O
responsibility	O
involve	O
in	O
automation	O
test	O
plan	O
preparation	O
test	O
design	O
base	O
on	O
the	O
use	O
case	O
specification	O
generate	O
test	O
scenario	O
test	O
case	O
documentation	O
and	O
test	O
datum	O
collection	O
involve	O
in	O
test	O
execution	O
and	O
report	O
defect	O
use	O
sun	O
responsible	O
for	O
gui	O
functional	O
and	O
system	O
testing	O
involve	O
in	O
compatibility	O
testing	O
perform	O
database	O
testing	O
use	O
sql	O
in	O
order	O
to	O
check	O
the	O
datum	O
validation	O
and	O
datum	O
integrity	O
involve	O
peer	O
review	O
test	O
design	O
clear	O
look	O
on	O
update	O
concept	O
and	O
find	O
defect	O
send	O
it	O
with	O
suggestion	O
tool	O
java	O
jboss	O
oracle	O
and	O
win2008	O
suntracker	O
software	O
qa	O
engineer	O
infosys	O
limit	O
chennai	O
tamil	O
nadu	O
october	O
2010	O
to	O
may	O
2012	O
project	O
alert	O
message	O
is	O
the	O
process	O
of	O
reliably	O
and	O
securely	O
circulate	O
message	O
associate	O
with	O
an	O
event	O
to	O
interested	O
user	O
due	O
to	O
the	O
growth	O
of	O
information	O
technology	O
it	O
and	O
telecommunication	O
sector	O
in	O
the	O
recent	O
past	O
the	O
dissemination	O
of	O
alert	O
message	O
have	O
become	O
prompt	O
and	O
easy	O
since	O
the	O
exist	O
business	O
environment	O
face	O
the	O
challenge	O
of	O
reach	O
increasingly	O
segment	O
market	O
the	O
design	O
delivery	O
and	O
analysis	O
of	O
business	O
communication	O
need	O
to	O
be	O
tightly	O
integrate	O
across	O
multiple	O
alert	O
notification	O
channel	O
telecommunication	O
channel	O
through	O
which	O
subscriber	O
can	O
receive	O
alert	O
message	O
may	O
include	O
email	O
fax	O
text	O
message	O
instant	O
message	O
broadband	O
network	O
and	O
the	O
like	O
due	O
to	O
myriad	O
software	O
application	O
implement	O
by	O
business	O
and	O
the	O
vast	O
demographic	O
of	O
customer	O
it	O
may	O
become	O
necessary	O
to	O
segment	O
alert	O
message	O
so	O
that	O
the	O
message	O
can	O
be	O
send	O
through	O
channel	O
base	O
on	O
business	O
need	O
as	O
well	O
as	O
customer	O
preference	O
far	O
in	O
order	O
to	O
maintain	O
strong	O
customer	O
relationship	O
business	O
need	O
to	O
time	O
the	O
message	O
precisely	O
this	O
brief	O
illustrate	O
how	O
alert	O
notification	O
system	O
ian	O
can	O
help	O
organization	O
leverage	O
exist	O
infrastructure	O
to	O
well	O
service	O
their	O
customer	O
achievement	O
win	O
a	O
performance	O
certificate	O
and	O
give	O
a	O
bonus	O
for	O
outstanding	O
performance	O
receive	O
onsite	O
opportunity	O
for	O
support	O
the	O
production	O
and	O
dr	O
environment	O
at	O
saudi	O
arabia	O
responsibility	O
manual	O
testing	O
of	O
the	O
application	O
single	O
point	O
of	O
contact	O
for	O
two	O
of	O
the	O
client	O
understand	O
and	O
prepare	O
functional	O
testcase	O
for	O
sms	O
inbound	O
with	O
the	O
provide	O
requirement	O
complete	O
the	O
testbe	O
setup	O
and	O
functional	O
testing	O
of	O
the	O
inbound	O
sms	O
write	O
two	O
jsp	O
and	O
two	O
servlet	O
for	O
store	O
and	O
retrieve	O
the	O
datum	O
from	O
db	O
implement	O
the	O
store	O
and	O
retrieve	O
of	O
datum	O
from	O
db	O
in	O
strut	O
concept	O
successfully	O
complete	O
the	O
testbe	O
setup	O
for	O
all	O
the	O
virtual	O
machine	O
allocate	O
for	O
the	O
project	O
help	O
the	O
team	O
for	O
functional	O
and	O
performance	O
testing	O
involve	O
in	O
performance	O
testing	O
with	O
3	O
virtual	O
machine	O
setup	O
use	O
jmeter	O
distribute	O
testing	O
develop	O
the	O
ans	O
management	O
console	O
use	O
grail	O
and	O
groovy	O
work	O
effectively	O
in	O
the	O
development	O
of	O
6	O
module	O
use	O
grail	O
and	O
groovy	O
tool	O
java	O
servlet	O
jsp	O
grail	O
and	O
groovy	O
manual	O
testing	O
use	O
soap	O
ui	O
jmeter	O
performance	O
testing	O
software	O
test	O
analyst	O
infosys	O
limit	O
chennai	O
tamil	O
nadu	O
january	O
2009	O
to	O
october	O
2010	O
project	O
pop	O
purchase	O
order	O
process	O
system	O
facilitate	O
the	O
function	O
of	O
buy	O
material	O
component	O
product	O
raw	O
material	O
at	O
economical	O
cost	O
in	O
a	O
timely	O
manner	O
this	O
will	O
have	O
broad	O
functionality	O
of	O
request	O
handle	O
obtain	O
quotation	O
include	O
comparison	O
place	O
purchase	O
order	O
and	O
follow	O
of	O
purchase	O
order	O
for	O
timely	O
delivery	O
supplier	O
information	O
vendor	O
wise	O
supply	O
analysis	O
and	O
purchase	O
payment	O
this	O
cover	O
all	O
type	O
of	O
enquiry	O
quotation	O
comparison	O
and	O
approval	O
of	O
purchase	O
order	O
send	O
po	O
to	O
supplier	O
maintain	O
bill	O
responsibility	O
understand	O
the	O
business	O
requirement	O
specification	O
design	O
test	O
case	O
execution	O
of	O
the	O
test	O
case	O
and	O
report	O
the	O
bug	O
conduct	O
functional	O
testing	O
with	O
valid	O
and	O
invalid	O
input	O
for	O
positive	O
and	O
negative	O
testing	O
communicate	O
with	O
functional	O
analyst	O
on	O
any	O
issue	O
clarification	O
prepare	O
defect	O
report	O
as	O
per	O
severity	O
and	O
priority	O
active	O
participation	O
in	O
bug	O
triage	O
meeting	O
modify	O
the	O
test	O
and	O
conduct	O
regression	O
testing	O
participation	O
in	O
test	O
closure	O
activity	O
tool	O
vb.net	O
sql	O
server	O
and	O
windows2008	O
bugzilla	O
education	O
bachelor	B-Degree
in	I-Degree
computer	I-Degree
science	I-Degree
sri	B-College Name
venkateshwara	I-College Name
college	I-College Name
of	I-College Name
engineering	I-College Name
chennai	O
tamil	O
nadu	O
2004	O
to	O
2008	B-Graduation Year
skill	O
testing	B-Skills
9	I-Skills
year	I-Skills
java	I-Skills
3	I-Skills
year	I-Skills
